"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","condition","itemLabel","filename","Comments"
"368",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",12,0,"experimental-trials","NULL","PennController","17","_Trial_","End",1651001107271,"CONTROL","mailed_control","iambic_clean_2b.jpg","NULL"
"369",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","Start",1651001107273,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"370",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","End",1651001115753,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"371",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","Start",1651001115755,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"372",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","End",1651001123974,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"373",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","Start",1651001123976,"CONTROL","nostril_control","anapest_clean_3a.png","NULL"
"374",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",4,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001132431,"CONTROL","nostril_control","anapest_clean_3a.png","Yes;No"
"375",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",4,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651001136427,"CONTROL","nostril_control","anapest_clean_3a.png","alt1;IT;alt2"
"376",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","End",1651001138369,"CONTROL","nostril_control","anapest_clean_3a.png","NULL"
"377",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",27,0,"fillers","NULL","PennController","32","_Trial_","Start",1651001138370,"f_norhyme","f18_f_norhyme","f18.png","NULL"
"378",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",27,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001150791,"f_norhyme","f18_f_norhyme","f18.png","alt2;alt1;IT"
"379",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",27,0,"fillers","NULL","PennController","32","_Trial_","End",1651001152123,"f_norhyme","f18_f_norhyme","f18.png","NULL"
"380",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","Start",1651001152125,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"381",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",20,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651001163002,"f_rhyme","f7_f_rhyme","f7.png","IT;alt1;alt2"
"382",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","End",1651001164429,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"383",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",2,0,"experimental-trials","NULL","PennController","7","_Trial_","Start",1651001164431,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","NULL"
"384",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",2,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001173270,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","Yes;No"
"385",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",2,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651001176003,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","IT;alt1;alt2"
"386",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",2,0,"experimental-trials","NULL","PennController","7","_Trial_","End",1651001177172,"ALT-IT ONLY","weightless_alt","anapest_clean_1a.jpg","NULL"
"387",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","Start",1651001177175,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"388",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","End",1651001185434,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"389",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","Start",1651001185435,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"390",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",30,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651001196702,"f_norhyme","f21_f_norhyme","f21.png","IT;alt1;alt2"
"391",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","End",1651001198005,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"392",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",11,0,"experimental-trials","NULL","PennController","16","_Trial_","Start",1651001198006,"IT ONLY","exam_it","dactyl_clean_1a.jpg","NULL"
"393",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",11,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001206292,"IT ONLY","exam_it","dactyl_clean_1a.jpg","Yes;No"
"394",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",11,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651001207626,"IT ONLY","exam_it","dactyl_clean_1a.jpg","alt1;alt2;IT"
"395",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",11,0,"experimental-trials","NULL","PennController","16","_Trial_","End",1651001208773,"IT ONLY","exam_it","dactyl_clean_1a.jpg","NULL"
"396",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",26,0,"fillers","NULL","PennController","31","_Trial_","Start",1651001208775,"f_norhyme","f17_f_norhyme","f17.png","NULL"
"397",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",26,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001220511,"f_norhyme","f17_f_norhyme","f17.png","alt1;alt2;IT"
"398",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",26,0,"fillers","NULL","PennController","31","_Trial_","End",1651001221739,"f_norhyme","f17_f_norhyme","f17.png","NULL"
"399",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",21,0,"fillers","NULL","PennController","26","_Trial_","Start",1651001221741,"f_rhyme","f8_f_rhyme","f8.png","NULL"
"400",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",21,0,"fillers","NULL","PennController","26","_Trial_","End",1651001230518,"f_rhyme","f8_f_rhyme","f8.png","NULL"
"401",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","Start",1651001230519,"IT ONLY","seasoning_it","iambic_clean_2a.png","NULL"
"402",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",7,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001239043,"IT ONLY","seasoning_it","iambic_clean_2a.png","Yes;No"
"403",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",7,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651001240650,"IT ONLY","seasoning_it","iambic_clean_2a.png","IT;alt2;alt1"
"404",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","End",1651001241829,"IT ONLY","seasoning_it","iambic_clean_2a.png","NULL"
"405",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",14,0,"fillers","NULL","PennController","19","_Trial_","Start",1651001241832,"f_rhyme","f1_f_rhyme","f1.png","NULL"
"406",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",14,0,"fillers","NULL","PennController","19","_Trial_","End",1651001250586,"f_rhyme","f1_f_rhyme","f1.png","NULL"
"407",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","Start",1651001250587,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"408",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",36,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001261265,"f_norhyme","f27_f_norhyme","f27.png","alt1;alt2;IT"
"409",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","End",1651001262642,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"410",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",5,0,"experimental-trials","NULL","PennController","10","_Trial_","Start",1651001262643,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","NULL"
"411",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",5,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001270620,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","Yes;No"
"412",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",5,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651001271873,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","IT;alt2;alt1"
"413",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",5,0,"experimental-trials","NULL","PennController","10","_Trial_","End",1651001273011,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","NULL"
"414",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",16,0,"fillers","NULL","PennController","21","_Trial_","Start",1651001273013,"f_rhyme","f3_f_rhyme","f3.png","NULL"
"415",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",16,0,"fillers","NULL","PennController","21","_Trial_","End",1651001281642,"f_rhyme","f3_f_rhyme","f3.png","NULL"
"416",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","Start",1651001281643,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"417",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",34,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001293634,"f_norhyme","f25_f_norhyme","f25.png","alt1;IT;alt2"
"418",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","End",1651001294747,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"419",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","Start",1651001294752,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"420",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",13,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001302977,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","Yes;No"
"421",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",13,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651001304110,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","alt2;IT;alt1"
"422",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","End",1651001305180,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"423",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","Start",1651001305182,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"424",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",28,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001314606,"f_norhyme","f19_f_norhyme","f19.png","alt2;alt1;IT"
"425",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","End",1651001315789,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"426",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",31,0,"fillers","NULL","PennController","36","_Trial_","Start",1651001315790,"f_norhyme","f22_f_norhyme","f22.png","NULL"
"427",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",31,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001325853,"f_norhyme","f22_f_norhyme","f22.png","alt2;IT;alt1"
"428",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",31,0,"fillers","NULL","PennController","36","_Trial_","End",1651001326937,"f_norhyme","f22_f_norhyme","f22.png","NULL"
"429",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","Start",1651001326938,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","NULL"
"430",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",9,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001334848,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","Yes;No"
"431",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",9,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651001336110,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","IT;alt1;alt2"
"432",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","End",1651001337285,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","NULL"
"433",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","Start",1651001337286,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"434",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","End",1651001346147,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"435",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",33,0,"fillers","NULL","PennController","38","_Trial_","Start",1651001346149,"f_norhyme","f24_f_norhyme","f24.png","NULL"
"436",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",33,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001357077,"f_norhyme","f24_f_norhyme","f24.png","alt2;IT;alt1"
"437",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",33,0,"fillers","NULL","PennController","38","_Trial_","End",1651001358627,"f_norhyme","f24_f_norhyme","f24.png","NULL"
"438",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","Start",1651001358629,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","NULL"
"439",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",10,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001366835,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","Yes;No"
"440",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",10,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651001372607,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","alt2;alt1;IT"
"441",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","End",1651001375482,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","NULL"
"442",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",22,0,"fillers","NULL","PennController","27","_Trial_","Start",1651001375484,"f_rhyme","f9_f_rhyme","f9.png","NULL"
"443",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",22,0,"fillers","NULL","PennController","27","_Trial_","End",1651001385016,"f_rhyme","f9_f_rhyme","f9.png","NULL"
"444",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",15,0,"fillers","NULL","PennController","20","_Trial_","Start",1651001385018,"f_rhyme","f2_f_rhyme","f2.png","NULL"
"445",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",15,0,"fillers","NULL","PennController","20","_Trial_","End",1651001393313,"f_rhyme","f2_f_rhyme","f2.png","NULL"
"446",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",8,0,"experimental-trials","NULL","PennController","13","_Trial_","Start",1651001393314,"CONTROL","weeds_control","iambic_clean_1a.jpg","NULL"
"447",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",8,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001401289,"CONTROL","weeds_control","iambic_clean_1a.jpg","Yes;No"
"448",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",8,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651001404240,"CONTROL","weeds_control","iambic_clean_1a.jpg","alt2;IT;alt1"
"449",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",8,0,"experimental-trials","NULL","PennController","13","_Trial_","End",1651001405517,"CONTROL","weeds_control","iambic_clean_1a.jpg","NULL"
"450",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","Start",1651001405519,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"451",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",35,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651001415568,"f_norhyme","f26_f_norhyme","f26.png","alt1;alt2;IT"
"452",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","End",1651001416796,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"453",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","Start",1651001416798,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"454",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","End",1651001426749,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"455",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","Start",1651001426751,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"456",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",6,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651001435014,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","Yes;No"
"457",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",6,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651001442160,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","alt1;IT;alt2"
"458",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","End",1651001443826,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"459",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","Start",1651001443829,"NULL","","",""
"460",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",38,0,"feedback","NULL","TextInput","feedback","Final","Next time inform people to not do this while listening to music - it would throw user off. I did not do this%2C but was going to.%0A%0AAlso I <3 u John",1651001487597,"NULL","","",""
"461",1651001488,"f67d7fee8be0ac4885ad8590ad784f0d","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","End",1651001487598,"NULL","","",""
"462",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",0,0,"consent","NULL","PennController","0","_Trial_","Start",1651002870453,"NULL","","",""
"463",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",0,0,"consent","NULL","PennController","0","_Trial_","End",1651002875111,"NULL","","",""
"464",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1651002875114,"NULL","","",""
"465",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","End",1651002888087,"NULL","","",""
"466",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","Start",1651002888092,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"467",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",35,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651002900768,"f_norhyme","f26_f_norhyme","f26.png","alt2;alt1;IT"
"468",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","End",1651002902382,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"469",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","Start",1651002902384,"CONTROL","seasoning_control","iambic_clean_2a.png","NULL"
"470",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",7,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651002910939,"CONTROL","seasoning_control","iambic_clean_2a.png","Yes;No"
"471",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",7,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651002914888,"CONTROL","seasoning_control","iambic_clean_2a.png","alt2;alt1;IT"
"472",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","End",1651002916888,"CONTROL","seasoning_control","iambic_clean_2a.png","NULL"
"473",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","Start",1651002916890,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"474",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",32,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651002927530,"f_norhyme","f23_f_norhyme","f23.png","alt1;alt2;IT"
"475",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","End",1651002928944,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"476",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","Start",1651002928947,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"477",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",34,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651002939068,"f_norhyme","f25_f_norhyme","f25.png","alt1;alt2;IT"
"478",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","End",1651002940592,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"479",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","Start",1651002940595,"ALT-IT ONLY","store_alt","dactyl_clean_1b.jpg","NULL"
"480",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",9,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651002949204,"ALT-IT ONLY","store_alt","dactyl_clean_1b.jpg","Yes;No"
"481",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",9,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651002953277,"ALT-IT ONLY","store_alt","dactyl_clean_1b.jpg","alt1;alt2;IT"
"482",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","End",1651002954799,"ALT-IT ONLY","store_alt","dactyl_clean_1b.jpg","NULL"
"483",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",37,0,"fillers","NULL","PennController","42","_Trial_","Start",1651002954802,"f_norhyme","f28_f_norhyme","f28.png","NULL"
"484",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",37,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651002968454,"f_norhyme","f28_f_norhyme","f28.png","alt2;alt1;IT"
"485",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",37,0,"fillers","NULL","PennController","42","_Trial_","End",1651002969972,"f_norhyme","f28_f_norhyme","f28.png","NULL"
"486",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","Start",1651002969975,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"487",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","End",1651002978526,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"488",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","Start",1651002978528,"ALT-IT ONLY","organized_alt","dactyl_clean_2b.jpg","NULL"
"489",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",13,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651002986966,"ALT-IT ONLY","organized_alt","dactyl_clean_2b.jpg","Yes;No"
"490",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",13,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651002989525,"ALT-IT ONLY","organized_alt","dactyl_clean_2b.jpg","alt1;IT;alt2"
"491",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","End",1651002991132,"ALT-IT ONLY","organized_alt","dactyl_clean_2b.jpg","NULL"
"492",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","Start",1651002991135,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"493",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","End",1651002999834,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"494",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","Start",1651002999836,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"495",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",30,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651003010241,"f_norhyme","f21_f_norhyme","f21.png","alt2;alt1;IT"
"496",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","End",1651003011728,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"497",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",2,0,"experimental-trials","NULL","PennController","7","_Trial_","Start",1651003011730,"IT ONLY","weightless_it","anapest_clean_1a.jpg","NULL"
"498",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",2,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651003020333,"IT ONLY","weightless_it","anapest_clean_1a.jpg","Yes;No"
"499",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",2,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651003021496,"IT ONLY","weightless_it","anapest_clean_1a.jpg","IT;alt1;alt2"
"500",1651003315,"1a5ed2728eefe44a100abebf0c9a90bc","PennController",2,0,"experimental-trials","NULL","PennController","7","_Trial_","End",1651003022967,"IT ONLY","weightless_it","anapest_clean_1a.jpg","NULL"
