Unnamed: 0,Results.reception.time,MD5.hash.of.participant.s.IP.address,Controller.name,Order.number.of.item,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,EventTime,condition,itemLabel,filename,Comments,response
875,1651013504,35dfd4e4f319f9d99bfae3131f2a13bc,PennController,10,0,experimental-trials,,Selector,answer-alt,Selection,IT,1651013259871,CONTROL,exhausted_control,trochaic_clean_3a.png,alt2;alt1;IT,0
919,1651013504,35dfd4e4f319f9d99bfae3131f2a13bc,PennController,6,0,experimental-trials,,Selector,answer-alt,Selection,alt1,1651013447373,CONTROL,adhesive_control,iambic_clean_1b.jpg,alt1;IT;alt2,1
1013,1651017955,43a176d6a64c52e4ceb188907a5c3943,PennController,3,0,experimental-trials,,Selector,answer-alt,Selection,alt2,1651017828302,CONTROL,alcohol_control,trochaic_clean_1b.jpg,IT;alt1;alt2,2
1023,1651017955,43a176d6a64c52e4ceb188907a5c3943,PennController,11,0,experimental-trials,,Selector,answer-alt,Selection,alt2,1651017884404,CONTROL,exam_control,dactyl_clean_1a.jpg,IT;alt1;alt2,2
1057,1651023940,68605a6f0e84714cd1fedb708b1e3a59,PennController,12,0,experimental-trials,,Selector,answer-alt,Selection,alt2,1651023197251,CONTROL,mailed_control,iambic_clean_2b.jpg,alt1;IT;alt2,2
1065,1651023940,68605a6f0e84714cd1fedb708b1e3a59,PennController,8,0,experimental-trials,,Selector,answer-alt,Selection,IT,1651023232189,CONTROL,weeds_control,iambic_clean_1a.jpg,alt1;IT;alt2,0
1202,1651025040,e4b2caa27b0cdd0378029774841336d8,PennController,12,0,experimental-trials,,Selector,answer-alt,Selection,alt1,1651024222677,CONTROL,mailed_control,iambic_clean_2b.jpg,alt1;alt2;IT,1
1240,1651025040,e4b2caa27b0cdd0378029774841336d8,PennController,8,0,experimental-trials,,Selector,answer-alt,Selection,IT,1651024652341,CONTROL,weeds_control,iambic_clean_1a.jpg,IT;alt1;alt2,0
1300,1651027670,b2f197b9ab4d2d10484aa7fcb6f6c030,PennController,6,0,experimental-trials,,Selector,answer-alt,Selection,alt1,1651027320588,CONTROL,adhesive_control,iambic_clean_1b.jpg,alt1;IT;alt2,1
1337,1651027670,b2f197b9ab4d2d10484aa7fcb6f6c030,PennController,10,0,experimental-trials,,Selector,answer-alt,Selection,IT,1651027471270,CONTROL,exhausted_control,trochaic_clean_3a.png,IT;alt2;alt1,0
1364,1651027670,b2f197b9ab4d2d10484aa7fcb6f6c030,PennController,2,0,experimental-trials,,Selector,answer-alt,Selection,IT,1651027571657,CONTROL,weightless_control,anapest_clean_1a.jpg,alt2;IT;alt1,0
